month,country,topic,age_group,share_of_messages
2026-03-01,ID,Writing,45-54,0.027
2026-03-01,ID,Writing,55-64,0.013
2026-03-01,ID,Writing,65+,0.015
2026-03-01,IE,Practical Guidance,18-24,0.246
2026-03-01,IE,Practical Guidance,25-34,0.383
2026-03-01,IE,Practical Guidance,35-44,0.213
2026-03-01,IE,Practical Guidance,45-54,0.073
2026-03-01,IE,Practical Guidance,55-64,0.047
2026-03-01,IE,Practical Guidance,65+,0.037
2026-03-01,IE,Seeking information,18-24,0.172
2026-03-01,IE,Seeking information,25-34,0.404
2026-03-01,IE,Seeking information,35-44,0.162
2026-03-01,IE,Seeking information,45-54,0.101
2026-03-01,IE,Seeking information,55-64,0.082
2026-03-01,IE,Seeking information,65+,0.078
2026-03-01,IE,Writing,18-24,0.238
2026-03-01,IE,Writing,25-34,0.410
2026-03-01,IE,Writing,35-44,0.213
2026-03-01,IE,Writing,45-54,0.056
2026-03-01,IE,Writing,55-64,0.083
2026-03-01,IE,Writing,65+,0.000
2026-03-01,IL,Practical Guidance,18-24,0.271
2026-03-01,IL,Practical Guidance,25-34,0.318
2026-03-01,IL,Practical Guidance,35-44,0.162
2026-03-01,IL,Practical Guidance,45-54,0.164
2026-03-01,IL,Practical Guidance,55-64,0.028
2026-03-01,IL,Practical Guidance,65+,0.056
2026-03-01,IL,Seeking information,18-24,0.321
2026-03-01,IL,Seeking information,25-34,0.303
2026-03-01,IL,Seeking information,35-44,0.200
2026-03-01,IL,Seeking information,45-54,0.082
2026-03-01,IL,Seeking information,55-64,0.058
2026-03-01,IL,Seeking information,65+,0.037
2026-03-01,IL,Self-expression,18-24,0.239
2026-03-01,IL,Self-expression,25-34,0.342
2026-03-01,IL,Self-expression,35-44,0.274
2026-03-01,IL,Self-expression,45-54,0.095
2026-03-01,IL,Self-expression,55-64,0.000
2026-03-01,IL,Self-expression,65+,0.051
2026-03-01,IL,Writing,18-24,0.234
2026-03-01,IL,Writing,25-34,0.296
2026-03-01,IL,Writing,35-44,0.212
2026-03-01,IL,Writing,45-54,0.172
2026-03-01,IL,Writing,55-64,0.046
2026-03-01,IL,Writing,65+,0.040
2026-03-01,IN,Multimedia,18-24,0.402
2026-03-01,IN,Multimedia,25-34,0.366
2026-03-01,IN,Multimedia,35-44,0.153
2026-03-01,IN,Multimedia,45-54,0.051
2026-03-01,IN,Multimedia,55-64,0.009
2026-03-01,IN,Multimedia,65+,0.019
2026-03-01,IN,Other/Unknown,18-24,0.430
2026-03-01,IN,Other/Unknown,25-34,0.309
2026-03-01,IN,Other/Unknown,35-44,0.161
2026-03-01,IN,Other/Unknown,45-54,0.053
2026-03-01,IN,Other/Unknown,55-64,0.026
2026-03-01,IN,Other/Unknown,65+,0.021
2026-03-01,IN,Practical Guidance,18-24,0.496
2026-03-01,IN,Practical Guidance,25-34,0.313
2026-03-01,IN,Practical Guidance,35-44,0.119
2026-03-01,IN,Practical Guidance,45-54,0.038
2026-03-01,IN,Practical Guidance,55-64,0.012
2026-03-01,IN,Practical Guidance,65+,0.022
2026-03-01,IN,Seeking information,18-24,0.472
2026-03-01,IN,Seeking information,25-34,0.319
2026-03-01,IN,Seeking information,35-44,0.130
2026-03-01,IN,Seeking information,45-54,0.045
2026-03-01,IN,Seeking information,55-64,0.018
2026-03-01,IN,Seeking information,65+,0.016
2026-03-01,IN,Self-expression,18-24,0.466
2026-03-01,IN,Self-expression,25-34,0.298
2026-03-01,IN,Self-expression,35-44,0.152
2026-03-01,IN,Self-expression,45-54,0.041
2026-03-01,IN,Self-expression,55-64,0.015
2026-03-01,IN,Self-expression,65+,0.028
2026-03-01,IN,Technical help,18-24,0.520
2026-03-01,IN,Technical help,25-34,0.309
2026-03-01,IN,Technical help,35-44,0.108
2026-03-01,IN,Technical help,45-54,0.037
2026-03-01,IN,Technical help,55-64,0.011
2026-03-01,IN,Technical help,65+,0.016
2026-03-01,IN,Writing,18-24,0.403
2026-03-01,IN,Writing,25-34,0.370
2026-03-01,IN,Writing,35-44,0.153
2026-03-01,IN,Writing,45-54,0.045
2026-03-01,IN,Writing,55-64,0.014
2026-03-01,IN,Writing,65+,0.016
2026-03-01,IQ,Multimedia,18-24,0.431
2026-03-01,IQ,Multimedia,25-34,0.425
2026-03-01,IQ,Multimedia,35-44,0.062
2026-03-01,IQ,Multimedia,45-54,0.014
2026-03-01,IQ,Multimedia,55-64,0.010
2026-03-01,IQ,Multimedia,65+,0.058
2026-03-01,IQ,Other/Unknown,18-24,0.324
2026-03-01,IQ,Other/Unknown,25-34,0.427
2026-03-01,IQ,Other/Unknown,35-44,0.097
2026-03-01,IQ,Other/Unknown,45-54,0.096
2026-03-01,IQ,Other/Unknown,55-64,0.035
2026-03-01,IQ,Other/Unknown,65+,0.022
2026-03-01,IQ,Practical Guidance,18-24,0.384
2026-03-01,IQ,Practical Guidance,25-34,0.374
2026-03-01,IQ,Practical Guidance,35-44,0.105
2026-03-01,IQ,Practical Guidance,45-54,0.082
2026-03-01,IQ,Practical Guidance,55-64,0.008
2026-03-01,IQ,Practical Guidance,65+,0.047
2026-03-01,IQ,Seeking information,18-24,0.402
2026-03-01,IQ,Seeking information,25-34,0.378
2026-03-01,IQ,Seeking information,35-44,0.082
2026-03-01,IQ,Seeking information,45-54,0.066
2026-03-01,IQ,Seeking information,55-64,0.022
2026-03-01,IQ,Seeking information,65+,0.050
2026-03-01,IQ,Self-expression,18-24,0.403
2026-03-01,IQ,Self-expression,25-34,0.355
2026-03-01,IQ,Self-expression,35-44,0.130
2026-03-01,IQ,Self-expression,45-54,0.060
2026-03-01,IQ,Self-expression,55-64,0.002
2026-03-01,IQ,Self-expression,65+,0.051
2026-03-01,IQ,Writing,18-24,0.449
2026-03-01,IQ,Writing,25-34,0.352
2026-03-01,IQ,Writing,35-44,0.093
2026-03-01,IQ,Writing,45-54,0.037
2026-03-01,IQ,Writing,55-64,0.038
2026-03-01,IQ,Writing,65+,0.031
2026-03-01,IT,Multimedia,18-24,0.151
2026-03-01,IT,Multimedia,25-34,0.247
2026-03-01,IT,Multimedia,35-44,0.267
2026-03-01,IT,Multimedia,45-54,0.201
2026-03-01,IT,Multimedia,55-64,0.135
2026-03-01,IT,Multimedia,65+,0.000
2026-03-01,IT,Other/Unknown,18-24,0.250
2026-03-01,IT,Other/Unknown,25-34,0.308
2026-03-01,IT,Other/Unknown,35-44,0.160
2026-03-01,IT,Other/Unknown,45-54,0.211
2026-03-01,IT,Other/Unknown,55-64,0.056
2026-03-01,IT,Other/Unknown,65+,0.016
2026-03-01,IT,Practical Guidance,18-24,0.260
2026-03-01,IT,Practical Guidance,25-34,0.351
2026-03-01,IT,Practical Guidance,35-44,0.195
2026-03-01,IT,Practical Guidance,45-54,0.122
2026-03-01,IT,Practical Guidance,55-64,0.049
2026-03-01,IT,Practical Guidance,65+,0.022
2026-03-01,IT,Seeking information,18-24,0.230
2026-03-01,IT,Seeking information,25-34,0.349
2026-03-01,IT,Seeking information,35-44,0.177
2026-03-01,IT,Seeking information,45-54,0.138
2026-03-01,IT,Seeking information,55-64,0.079
2026-03-01,IT,Seeking information,65+,0.027
2026-03-01,IT,Self-expression,18-24,0.189
2026-03-01,IT,Self-expression,25-34,0.390
2026-03-01,IT,Self-expression,35-44,0.221
2026-03-01,IT,Self-expression,45-54,0.117
2026-03-01,IT,Self-expression,55-64,0.051
2026-03-01,IT,Self-expression,65+,0.033
2026-03-01,IT,Technical help,18-24,0.200
2026-03-01,IT,Technical help,25-34,0.422
2026-03-01,IT,Technical help,35-44,0.169
2026-03-01,IT,Technical help,45-54,0.081
2026-03-01,IT,Technical help,55-64,0.058
2026-03-01,IT,Technical help,65+,0.069
2026-03-01,IT,Writing,18-24,0.232
2026-03-01,IT,Writing,25-34,0.336
2026-03-01,IT,Writing,35-44,0.209
2026-03-01,IT,Writing,45-54,0.138
2026-03-01,IT,Writing,55-64,0.066
2026-03-01,IT,Writing,65+,0.019
2026-03-01,JO,Practical Guidance,18-24,0.368
2026-03-01,JO,Practical Guidance,25-34,0.350
2026-03-01,JO,Practical Guidance,35-44,0.167
2026-03-01,JO,Practical Guidance,45-54,0.042
2026-03-01,JO,Practical Guidance,55-64,0.015
2026-03-01,JO,Practical Guidance,65+,0.057
2026-03-01,JO,Seeking information,18-24,0.393
2026-03-01,JO,Seeking information,25-34,0.354
2026-03-01,JO,Seeking information,35-44,0.142
2026-03-01,JO,Seeking information,45-54,0.067
2026-03-01,JO,Seeking information,55-64,0.006
2026-03-01,JO,Seeking information,65+,0.038
2026-03-01,JO,Writing,18-24,0.309
2026-03-01,JO,Writing,25-34,0.382
2026-03-01,JO,Writing,35-44,0.157
2026-03-01,JO,Writing,45-54,0.043
2026-03-01,JO,Writing,55-64,0.000
2026-03-01,JO,Writing,65+,0.108
2026-03-01,JP,Multimedia,18-24,0.146
2026-03-01,JP,Multimedia,25-34,0.320
2026-03-01,JP,Multimedia,35-44,0.266
2026-03-01,JP,Multimedia,45-54,0.163
2026-03-01,JP,Multimedia,55-64,0.087
2026-03-01,JP,Multimedia,65+,0.017
2026-03-01,JP,Other/Unknown,18-24,0.217
2026-03-01,JP,Other/Unknown,25-34,0.284
2026-03-01,JP,Other/Unknown,35-44,0.220
2026-03-01,JP,Other/Unknown,45-54,0.187
2026-03-01,JP,Other/Unknown,55-64,0.075
2026-03-01,JP,Other/Unknown,65+,0.017
2026-03-01,JP,Practical Guidance,18-24,0.229
2026-03-01,JP,Practical Guidance,25-34,0.341
2026-03-01,JP,Practical Guidance,35-44,0.205
2026-03-01,JP,Practical Guidance,45-54,0.140
2026-03-01,JP,Practical Guidance,55-64,0.065
2026-03-01,JP,Practical Guidance,65+,0.020
2026-03-01,JP,Seeking information,18-24,0.211
2026-03-01,JP,Seeking information,25-34,0.299
2026-03-01,JP,Seeking information,35-44,0.207
2026-03-01,JP,Seeking information,45-54,0.168
2026-03-01,JP,Seeking information,55-64,0.082
2026-03-01,JP,Seeking information,65+,0.033
2026-03-01,JP,Self-expression,18-24,0.223
2026-03-01,JP,Self-expression,25-34,0.312
2026-03-01,JP,Self-expression,35-44,0.221
2026-03-01,JP,Self-expression,45-54,0.164
2026-03-01,JP,Self-expression,55-64,0.062
2026-03-01,JP,Self-expression,65+,0.019
2026-03-01,JP,Technical help,18-24,0.194
2026-03-01,JP,Technical help,25-34,0.420
2026-03-01,JP,Technical help,35-44,0.209
2026-03-01,JP,Technical help,45-54,0.138
2026-03-01,JP,Technical help,55-64,0.016
2026-03-01,JP,Technical help,65+,0.022
2026-03-01,JP,Writing,18-24,0.269
2026-03-01,JP,Writing,25-34,0.359
2026-03-01,JP,Writing,35-44,0.191
2026-03-01,JP,Writing,45-54,0.123
2026-03-01,JP,Writing,55-64,0.039
2026-03-01,JP,Writing,65+,0.018
2026-03-01,KE,Practical Guidance,18-24,0.514
2026-03-01,KE,Practical Guidance,25-34,0.285
2026-03-01,KE,Practical Guidance,35-44,0.110
2026-03-01,KE,Practical Guidance,45-54,0.035
2026-03-01,KE,Practical Guidance,55-64,0.049
2026-03-01,KE,Practical Guidance,65+,0.007
2026-03-01,KE,Seeking information,18-24,0.487
2026-03-01,KE,Seeking information,25-34,0.298
2026-03-01,KE,Seeking information,35-44,0.146
2026-03-01,KE,Seeking information,45-54,0.019
2026-03-01,KE,Seeking information,55-64,0.048
2026-03-01,KE,Seeking information,65+,0.001
2026-03-01,KE,Writing,18-24,0.428
2026-03-01,KE,Writing,25-34,0.344
2026-03-01,KE,Writing,35-44,0.138
2026-03-01,KE,Writing,45-54,0.048
2026-03-01,KE,Writing,55-64,0.021
2026-03-01,KE,Writing,65+,0.022
2026-03-01,KR,Multimedia,18-24,0.145
2026-03-01,KR,Multimedia,25-34,0.273
2026-03-01,KR,Multimedia,35-44,0.297
2026-03-01,KR,Multimedia,45-54,0.206
2026-03-01,KR,Multimedia,55-64,0.043
2026-03-01,KR,Multimedia,65+,0.035
2026-03-01,KR,Other/Unknown,18-24,0.117
2026-03-01,KR,Other/Unknown,25-34,0.275
2026-03-01,KR,Other/Unknown,35-44,0.200
2026-03-01,KR,Other/Unknown,45-54,0.197
2026-03-01,KR,Other/Unknown,55-64,0.151
2026-03-01,KR,Other/Unknown,65+,0.060
2026-03-01,KR,Practical Guidance,18-24,0.205
2026-03-01,KR,Practical Guidance,25-34,0.328
2026-03-01,KR,Practical Guidance,35-44,0.252
2026-03-01,KR,Practical Guidance,45-54,0.117
2026-03-01,KR,Practical Guidance,55-64,0.068
2026-03-01,KR,Practical Guidance,65+,0.030
2026-03-01,KR,Seeking information,18-24,0.154
2026-03-01,KR,Seeking information,25-34,0.315
2026-03-01,KR,Seeking information,35-44,0.242
2026-03-01,KR,Seeking information,45-54,0.171
2026-03-01,KR,Seeking information,55-64,0.078
2026-03-01,KR,Seeking information,65+,0.040
2026-03-01,KR,Self-expression,18-24,0.198
2026-03-01,KR,Self-expression,25-34,0.373
2026-03-01,KR,Self-expression,35-44,0.207
2026-03-01,KR,Self-expression,45-54,0.147
2026-03-01,KR,Self-expression,55-64,0.053
2026-03-01,KR,Self-expression,65+,0.021
2026-03-01,KR,Technical help,18-24,0.155
2026-03-01,KR,Technical help,25-34,0.397
2026-03-01,KR,Technical help,35-44,0.237
2026-03-01,KR,Technical help,45-54,0.137
2026-03-01,KR,Technical help,55-64,0.046
2026-03-01,KR,Technical help,65+,0.028
2026-03-01,KR,Writing,18-24,0.215
2026-03-01,KR,Writing,25-34,0.372
2026-03-01,KR,Writing,35-44,0.222
2026-03-01,KR,Writing,45-54,0.119
2026-03-01,KR,Writing,55-64,0.049
2026-03-01,KR,Writing,65+,0.022
2026-03-01,KZ,Multimedia,18-24,0.316
2026-03-01,KZ,Multimedia,25-34,0.309
2026-03-01,KZ,Multimedia,35-44,0.206
2026-03-01,KZ,Multimedia,45-54,0.077
2026-03-01,KZ,Multimedia,55-64,0.073
2026-03-01,KZ,Multimedia,65+,0.019
2026-03-01,KZ,Other/Unknown,18-24,0.309
2026-03-01,KZ,Other/Unknown,25-34,0.349
2026-03-01,KZ,Other/Unknown,35-44,0.122
2026-03-01,KZ,Other/Unknown,45-54,0.118
2026-03-01,KZ,Other/Unknown,55-64,0.064
2026-03-01,KZ,Other/Unknown,65+,0.039
2026-03-01,KZ,Practical Guidance,18-24,0.375
2026-03-01,KZ,Practical Guidance,25-34,0.359
2026-03-01,KZ,Practical Guidance,35-44,0.156
2026-03-01,KZ,Practical Guidance,45-54,0.063
2026-03-01,KZ,Practical Guidance,55-64,0.015
2026-03-01,KZ,Practical Guidance,65+,0.032
2026-03-01,KZ,Seeking information,18-24,0.362
2026-03-01,KZ,Seeking information,25-34,0.378
2026-03-01,KZ,Seeking information,35-44,0.141
2026-03-01,KZ,Seeking information,45-54,0.060
2026-03-01,KZ,Seeking information,55-64,0.037
2026-03-01,KZ,Seeking information,65+,0.023
2026-03-01,KZ,Self-expression,18-24,0.360
2026-03-01,KZ,Self-expression,25-34,0.315
2026-03-01,KZ,Self-expression,35-44,0.176
2026-03-01,KZ,Self-expression,45-54,0.081
2026-03-01,KZ,Self-expression,55-64,0.003
2026-03-01,KZ,Self-expression,65+,0.065
2026-03-01,KZ,Writing,18-24,0.410
2026-03-01,KZ,Writing,25-34,0.332
2026-03-01,KZ,Writing,35-44,0.168
2026-03-01,KZ,Writing,45-54,0.043
2026-03-01,KZ,Writing,55-64,0.016
2026-03-01,KZ,Writing,65+,0.031
2026-03-01,LB,Practical Guidance,18-24,0.280
2026-03-01,LB,Practical Guidance,25-34,0.315
2026-03-01,LB,Practical Guidance,35-44,0.184
2026-03-01,LB,Practical Guidance,45-54,0.092
2026-03-01,LB,Practical Guidance,55-64,0.072
2026-03-01,LB,Practical Guidance,65+,0.057
2026-03-01,LK,Practical Guidance,18-24,0.520
2026-03-01,LK,Practical Guidance,25-34,0.380
2026-03-01,LK,Practical Guidance,35-44,0.095
2026-03-01,LK,Practical Guidance,45-54,0.000
2026-03-01,LK,Practical Guidance,55-64,0.005
2026-03-01,LK,Practical Guidance,65+,0.000
2026-03-01,LK,Writing,18-24,0.370
2026-03-01,LK,Writing,25-34,0.324
2026-03-01,LK,Writing,35-44,0.220
2026-03-01,LK,Writing,45-54,0.086
2026-03-01,LK,Writing,55-64,0.000
2026-03-01,LK,Writing,65+,0.000
2026-03-01,LT,Practical Guidance,18-24,0.133
2026-03-01,LT,Practical Guidance,25-34,0.388
2026-03-01,LT,Practical Guidance,35-44,0.280
2026-03-01,LT,Practical Guidance,45-54,0.130
2026-03-01,LT,Practical Guidance,55-64,0.000
2026-03-01,LT,Practical Guidance,65+,0.069
2026-03-01,LT,Writing,18-24,0.237
2026-03-01,LT,Writing,25-34,0.369
2026-03-01,LT,Writing,35-44,0.237
2026-03-01,LT,Writing,45-54,0.075
2026-03-01,LT,Writing,55-64,0.046
2026-03-01,LT,Writing,65+,0.037
2026-03-01,LY,Practical Guidance,18-24,0.369
2026-03-01,LY,Practical Guidance,25-34,0.359
2026-03-01,LY,Practical Guidance,35-44,0.119
2026-03-01,LY,Practical Guidance,45-54,0.106
2026-03-01,LY,Practical Guidance,55-64,0.000
2026-03-01,LY,Practical Guidance,65+,0.048
2026-03-01,MA,Practical Guidance,18-24,0.369
2026-03-01,MA,Practical Guidance,25-34,0.409
2026-03-01,MA,Practical Guidance,35-44,0.118
2026-03-01,MA,Practical Guidance,45-54,0.059
2026-03-01,MA,Practical Guidance,55-64,0.013
2026-03-01,MA,Practical Guidance,65+,0.032
2026-03-01,MA,Seeking information,18-24,0.386
2026-03-01,MA,Seeking information,25-34,0.361
2026-03-01,MA,Seeking information,35-44,0.139
2026-03-01,MA,Seeking information,45-54,0.035
2026-03-01,MA,Seeking information,55-64,0.039
2026-03-01,MA,Seeking information,65+,0.040
2026-03-01,MA,Self-expression,18-24,0.349
2026-03-01,MA,Self-expression,25-34,0.368
2026-03-01,MA,Self-expression,35-44,0.127
2026-03-01,MA,Self-expression,45-54,0.078
2026-03-01,MA,Self-expression,55-64,0.000
2026-03-01,MA,Self-expression,65+,0.078
2026-03-01,MA,Writing,18-24,0.366
2026-03-01,MA,Writing,25-34,0.381
2026-03-01,MA,Writing,35-44,0.155
2026-03-01,MA,Writing,45-54,0.015
2026-03-01,MA,Writing,55-64,0.025
2026-03-01,MA,Writing,65+,0.057
2026-03-01,MM,Practical Guidance,18-24,0.496
2026-03-01,MM,Practical Guidance,25-34,0.338
2026-03-01,MM,Practical Guidance,35-44,0.091
2026-03-01,MM,Practical Guidance,45-54,0.066
2026-03-01,MM,Practical Guidance,55-64,0.008
2026-03-01,MM,Practical Guidance,65+,0.000
2026-03-01,MX,Multimedia,18-24,0.291
2026-03-01,MX,Multimedia,25-34,0.362
2026-03-01,MX,Multimedia,35-44,0.231
2026-03-01,MX,Multimedia,45-54,0.064
2026-03-01,MX,Multimedia,55-64,0.037
2026-03-01,MX,Multimedia,65+,0.015
2026-03-01,MX,Other/Unknown,18-24,0.328
2026-03-01,MX,Other/Unknown,25-34,0.365
2026-03-01,MX,Other/Unknown,35-44,0.150
2026-03-01,MX,Other/Unknown,45-54,0.106
2026-03-01,MX,Other/Unknown,55-64,0.021
2026-03-01,MX,Other/Unknown,65+,0.030
2026-03-01,MX,Practical Guidance,18-24,0.406
2026-03-01,MX,Practical Guidance,25-34,0.385
2026-03-01,MX,Practical Guidance,35-44,0.123
2026-03-01,MX,Practical Guidance,45-54,0.054
2026-03-01,MX,Practical Guidance,55-64,0.017
2026-03-01,MX,Practical Guidance,65+,0.016
2026-03-01,MX,Seeking information,18-24,0.360
2026-03-01,MX,Seeking information,25-34,0.374
2026-03-01,MX,Seeking information,35-44,0.155
2026-03-01,MX,Seeking information,45-54,0.065
2026-03-01,MX,Seeking information,55-64,0.025
2026-03-01,MX,Seeking information,65+,0.020
2026-03-01,MX,Self-expression,18-24,0.328
2026-03-01,MX,Self-expression,25-34,0.434
2026-03-01,MX,Self-expression,35-44,0.155
2026-03-01,MX,Self-expression,45-54,0.052
2026-03-01,MX,Self-expression,55-64,0.022
2026-03-01,MX,Self-expression,65+,0.010
2026-03-01,MX,Technical help,18-24,0.418
2026-03-01,MX,Technical help,25-34,0.345
2026-03-01,MX,Technical help,35-44,0.129
2026-03-01,MX,Technical help,45-54,0.036
2026-03-01,MX,Technical help,55-64,0.030
2026-03-01,MX,Technical help,65+,0.042
2026-03-01,MX,Writing,18-24,0.344
2026-03-01,MX,Writing,25-34,0.407
2026-03-01,MX,Writing,35-44,0.142
2026-03-01,MX,Writing,45-54,0.069
2026-03-01,MX,Writing,55-64,0.027
2026-03-01,MX,Writing,65+,0.012
2026-03-01,MY,Multimedia,18-24,0.219
2026-03-01,MY,Multimedia,25-34,0.345
2026-03-01,MY,Multimedia,35-44,0.337
2026-03-01,MY,Multimedia,45-54,0.079
2026-03-01,MY,Multimedia,55-64,0.020
2026-03-01,MY,Multimedia,65+,0.000
2026-03-01,MY,Other/Unknown,18-24,0.262
2026-03-01,MY,Other/Unknown,25-34,0.307
2026-03-01,MY,Other/Unknown,35-44,0.260
2026-03-01,MY,Other/Unknown,45-54,0.100
2026-03-01,MY,Other/Unknown,55-64,0.011
2026-03-01,MY,Other/Unknown,65+,0.060
2026-03-01,MY,Practical Guidance,18-24,0.343
2026-03-01,MY,Practical Guidance,25-34,0.342
2026-03-01,MY,Practical Guidance,35-44,0.204
2026-03-01,MY,Practical Guidance,45-54,0.063
2026-03-01,MY,Practical Guidance,55-64,0.027
2026-03-01,MY,Practical Guidance,65+,0.021
2026-03-01,MY,Seeking information,18-24,0.317
2026-03-01,MY,Seeking information,25-34,0.353
2026-03-01,MY,Seeking information,35-44,0.223
2026-03-01,MY,Seeking information,45-54,0.084
2026-03-01,MY,Seeking information,55-64,0.019
2026-03-01,MY,Seeking information,65+,0.005
2026-03-01,MY,Self-expression,18-24,0.285
2026-03-01,MY,Self-expression,25-34,0.432
2026-03-01,MY,Self-expression,35-44,0.180
2026-03-01,MY,Self-expression,45-54,0.082
2026-03-01,MY,Self-expression,55-64,0.003
2026-03-01,MY,Self-expression,65+,0.017
2026-03-01,MY,Writing,18-24,0.325
2026-03-01,MY,Writing,25-34,0.352
2026-03-01,MY,Writing,35-44,0.204
2026-03-01,MY,Writing,45-54,0.084
2026-03-01,MY,Writing,55-64,0.015
2026-03-01,MY,Writing,65+,0.021
2026-03-01,NG,Multimedia,18-24,0.281
2026-03-01,NG,Multimedia,25-34,0.438
2026-03-01,NG,Multimedia,35-44,0.154
2026-03-01,NG,Multimedia,45-54,0.023
2026-03-01,NG,Multimedia,55-64,0.000
2026-03-01,NG,Multimedia,65+,0.104
2026-03-01,NG,Other/Unknown,18-24,0.421
2026-03-01,NG,Other/Unknown,25-34,0.274
2026-03-01,NG,Other/Unknown,35-44,0.146
2026-03-01,NG,Other/Unknown,45-54,0.087
2026-03-01,NG,Other/Unknown,55-64,0.048
2026-03-01,NG,Other/Unknown,65+,0.023
2026-03-01,NG,Practical Guidance,18-24,0.514
2026-03-01,NG,Practical Guidance,25-34,0.326
2026-03-01,NG,Practical Guidance,35-44,0.091
2026-03-01,NG,Practical Guidance,45-54,0.044
2026-03-01,NG,Practical Guidance,55-64,0.015
2026-03-01,NG,Practical Guidance,65+,0.011
2026-03-01,NG,Seeking information,18-24,0.486
2026-03-01,NG,Seeking information,25-34,0.329
2026-03-01,NG,Seeking information,35-44,0.121
2026-03-01,NG,Seeking information,45-54,0.045
2026-03-01,NG,Seeking information,55-64,0.000
2026-03-01,NG,Seeking information,65+,0.018
2026-03-01,NG,Self-expression,18-24,0.524
2026-03-01,NG,Self-expression,25-34,0.338
2026-03-01,NG,Self-expression,35-44,0.096
2026-03-01,NG,Self-expression,45-54,0.020
2026-03-01,NG,Self-expression,55-64,0.003
2026-03-01,NG,Self-expression,65+,0.020
2026-03-01,NG,Writing,18-24,0.360
2026-03-01,NG,Writing,25-34,0.393
2026-03-01,NG,Writing,35-44,0.118
2026-03-01,NG,Writing,45-54,0.058
2026-03-01,NG,Writing,55-64,0.031
2026-03-01,NG,Writing,65+,0.040
2026-03-01,NL,Multimedia,18-24,0.201
2026-03-01,NL,Multimedia,25-34,0.305
2026-03-01,NL,Multimedia,35-44,0.264
2026-03-01,NL,Multimedia,45-54,0.144
2026-03-01,NL,Multimedia,55-64,0.036
2026-03-01,NL,Multimedia,65+,0.050
2026-03-01,NL,Other/Unknown,18-24,0.339
2026-03-01,NL,Other/Unknown,25-34,0.280
2026-03-01,NL,Other/Unknown,35-44,0.240
2026-03-01,NL,Other/Unknown,45-54,0.071
2026-03-01,NL,Other/Unknown,55-64,0.057
2026-03-01,NL,Other/Unknown,65+,0.013
2026-03-01,NL,Practical Guidance,18-24,0.292
2026-03-01,NL,Practical Guidance,25-34,0.377
2026-03-01,NL,Practical Guidance,35-44,0.185
2026-03-01,NL,Practical Guidance,45-54,0.079
2026-03-01,NL,Practical Guidance,55-64,0.047
2026-03-01,NL,Practical Guidance,65+,0.020
2026-03-01,NL,Seeking information,18-24,0.287
2026-03-01,NL,Seeking information,25-34,0.337
2026-03-01,NL,Seeking information,35-44,0.189
2026-03-01,NL,Seeking information,45-54,0.109
2026-03-01,NL,Seeking information,55-64,0.053
2026-03-01,NL,Seeking information,65+,0.026
2026-03-01,NL,Self-expression,18-24,0.291
